"V160001","V160101","V160201","V160202","V161003","V161009","V161010d","V161010e","V161011","V161014","V161015a","V161015b","V161015c","V161015d","V161015e","V161017","V161019","V161020","V161021","V161021a","V161023","V161024x","V161026","V161027","V161028","V161030","V161031","V161032","V161033","V161034","V161035","V161036","V161037","V161038","V161039","V161040","V161041","V161042","V161043","V161044","V161045x","V161046","V161047","V161048","V161049","V161050","V161051","V161052","V161053","V161054","V161055","V161056","V161057","V161058","V161059","V161060","V161061","V161062","V161063","V161064x","V161065x","V161066x","V161067x","V161080","V161080x","V161086","V161087","V161095","V161096","V161132","V161133","V161134a","V161134b","V161135a","V161135b","V161145","V161146","V161147","V161148","V161149","V161150a","V161150b","V161151a","V161151b","V161151x","V161155","V161156","V161157","V161158x","V161136","V161267","V161267x","V161310x","V162031","V162031x","V162034","V162034a","V162046","V161220","V161264x","V161265x","V161270","V161330","V161331a","V161331b","V161331x","V161339","V161340","V161341"
4743,0.8958,70,2,2,3,48,"TX",1,-1,1,48,0,0,0,3,-1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,1,1,85,0,85,15,20,-1,-1,-1,-1,-1,1,1,2,2,2,1,-1,1,-1,1,1,1,-1,1,1,-9,-2,5,4,1,1,1,-1,1,10,5,-9,48,40,0,40,-9,-9,-9
4744,1.646,73,1,4,5,39,"OH",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,10,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,1,1,0,50,51,50,20,-1,-1,-1,-1,-1,5,2,2,2,2,3,-1,-1,-1,4,3,-1,2,4,3,19,1,1,-1,-2,-1,-1,-1,3,400,4,6,39,19,0,19,2,2,2
4745,1.0667,74,1,1,1,36,"NY",1,-1,1,36,1,0,1,2,1,-1,1,2,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,60,0,75,-99,20,-1,-1,-1,-1,-1,1,1,2,1,2,1,-1,1,-1,1,1,1,-1,1,3,47,7,1,4,1,1,1,1,3,880,8,10,36,7,0,7,1,2,-1
4746,0.596,74,2,4,3,36,"NY",1,-1,1,36,1,0,1,2,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,3,90,0,85,15,20,-1,-1,-1,-1,-1,1,1,2,1,2,-1,2,2,-1,2,1,1,-1,1,1,51,8,1,4,1,1,1,1,2,880,8,14,59,16,0,16,1,1,-1
4747,0.42,75,1,3,4,47,"TN",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,3,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,2,3,28,3,12,72,10,2,62,38,35,65,3,1,1,2,1,-1,1,-1,3,5,2,1,-1,7,3,25,3,1,4,1,1,5,-1,3,135,2,13,47,6,0,6,1,1,-1
4748,0.8136,75,2,1,1,16,"ID",1,-1,1,16,1,0,1,1,1,-1,2,-1,1,4,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,11,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,-1,2,4,87,1,70,0,11,-1,-4,-4,-4,-4,1,1,2,2,2,-1,1,-1,1,7,1,1,-1,1,3,46,7,1,-1,1,-1,-1,-1,2,10,5,15,26,0,4,1,1,1,-1
4749,1.4844,76,1,3,2,12,"FL",1,-1,1,12,1,0,1,1,1,-1,1,2,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,2,3,30,15,30,30,20,-1,-1,-1,-1,-1,4,1,1,1,1,2,-1,-1,2,6,3,-1,3,3,1,19,1,1,4,1,2,-1,1,1,880,8,10,12,19,6,19,1,1,-1
4750,1.4658,77,1,3,3,34,"NJ",1,-1,1,34,0,0,1,3,1,-1,2,-1,-1,3,-1,-1,-1,1,3,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,21,-1,-1,2,4,0,30,60,30,20,-1,-1,-1,-1,-1,2,1,1,1,1,2,-1,-1,2,6,1,2,-1,2,2,58,9,1,4,1,1,3,-1,2,10,5,12,34,28,3,28,1,1,-1
4751,0.3367,78,1,2,2,30,"MT",2,-1,1,30,0,1,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,21,-1,-1,21,2,4,5,74,16,77,20,-1,-1,-1,-1,-1,1,2,1,2,2,1,-1,2,-1,2,2,2,-1,6,2,27,3,1,4,1,1,2,-1,1,221,2,10,27,2,1,2,1,2,-1
4752,0.6115,78,2,1,1,42,"PA",1,-1,1,42,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,21,-1,2,4,15,60,60,40,10,1,49,51,48,52,1,2,1,2,1,3,-1,-1,-1,4,2,2,-1,6,1,63,10,1,4,1,1,2,1,3,501,6,13,42,12,0,12,1,1,-1
4753,1.0349,79,2,2,3,36,"NY",1,-1,1,36,1,0,1,2,1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,88,0,84,19,20,-1,-1,-1,-1,-1,1,1,2,1,2,-1,2,2,-1,2,1,2,-1,2,1,29,3,1,4,1,1,1,1,2,303,7,13,47,5,1,5,1,1,-1
4754,2.0377,80,1,3,3,39,"OH",1,-1,1,39,1,0,0,3,-1,-1,1,4,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,21,-1,2,4,60,40,60,60,10,1,60,40,65,35,2,1,1,1,2,2,-1,-1,1,7,3,-1,3,3,1,31,4,1,4,1,1,1,1,3,400,4,12,39,20,0,20,1,1,-1
4755,0.7698,80,2,3,3,45,"SC",1,-1,1,45,1,0,0,1,-1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,70,0,100,15,10,1,60,40,10,90,1,1,1,2,2,2,-1,-1,2,6,1,1,-1,1,2,18,1,5,-6,-2,-6,-6,-6,1,880,8,8,45,10,0,10,1,1,-1
4756,0.8151,81,1,2,1,36,"NY",1,-1,1,36,1,0,1,3,4,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,85,0,69,50,10,1,70,30,80,20,1,1,2,1,2,-1,1,-1,1,7,3,-1,2,4,2,60,10,2,4,1,1,1,1,1,880,8,10,36,12,2,12,1,1,-1
4757,1.1808,83,2,4,4,48,"TX",1,-1,1,48,0,0,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,1,2,15,85,70,15,10,1,4,96,10,90,2,2,2,2,1,-1,2,1,-1,1,2,2,-1,6,2,34,4,1,4,1,1,2,-1,1,99,5,9,48,0,3,1,1,2,-1
4758,0.5979,84,1,1,1,22,"LA",1,-1,1,22,1,0,1,3,2,-1,1,4,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,11,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,3,40,70,30,70,20,-1,-1,-1,-1,-1,1,1,1,1,1,-1,2,1,-1,1,2,2,-1,6,2,90,13,1,-6,-2,-6,-6,-6,3,10,5,9,22,6,2,6,1,2,-1
4759,0.8491,84,2,2,2,1,"AL",1,-1,1,1,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,4,0,70,50,51,20,-1,-1,-1,-1,-1,3,1,1,1,1,-1,1,-1,1,7,3,-1,2,4,2,61,10,1,4,1,1,2,1,2,292,2,11,1,40,9,40,1,2,-1
4760,0.6637,85,2,1,1,39,"OH",1,-1,1,39,1,0,0,3,-1,-1,1,6,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,4,0,85,15,70,20,-1,-1,-1,-1,-1,1,1,1,2,1,1,-1,1,-1,1,2,1,-1,7,1,80,13,1,4,1,1,2,1,1,270,1,9,39,40,1,40,1,2,-1
4761,0.7852,86,2,4,4,39,"OH",1,-1,1,39,1,0,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,1,1,50,0,70,40,10,3,60,50,50,50,3,1,1,1,1,-1,3,-1,-1,4,3,-1,3,3,1,22,2,1,4,1,1,2,2,3,99,5,10,39,1,0,1,1,2,-1
4762,0.8126,87,1,1,1,6,"CA",1,-1,1,6,1,0,1,3,2,-1,1,7,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,22,-1,2,4,0,85,0,60,10,1,46,47,70,30,1,2,1,1,2,-1,2,1,-1,1,2,1,-1,7,2,75,13,1,4,1,1,2,1,2,99,5,13,55,40,2,40,1,1,-1
4763,0.8488,88,1,2,3,6,"CA",1,-1,1,6,1,0,1,2,1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,2,4,85,0,30,0,10,2,75,10,75,10,1,1,2,1,2,-1,2,2,-1,2,1,1,-1,1,3,52,8,2,4,1,1,1,2,3,880,8,10,6,4,0,4,1,1,-1
4764,5.6504,89,2,4,4,13,"GA",1,-1,1,13,1,0,0,2,-1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,20,-1,1,2,60,0,85,0,20,-1,-1,-1,-1,-1,1,1,2,2,1,-1,2,1,-1,1,1,1,-1,1,2,22,2,2,4,1,1,1,1,2,135,2,9,13,3,0,3,1,2,-1
4765,0.5509,90,1,4,3,12,"FL",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,15,0,60,15,20,-1,-1,-1,-1,-1,3,1,1,1,1,2,-1,-1,1,7,5,-1,2,4,2,64,10,3,-1,-2,-1,-1,-1,1,880,8,9,59,33,4,33,1,1,-1
4766,1.0793,93,1,1,1,37,"NC",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,30,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,21,21,21,21,2,4,60,60,50,30,20,-1,-1,-1,-1,-1,1,2,1,2,1,-1,2,1,-1,1,3,-1,1,5,2,39,5,6,1,0,-1,-1,-1,2,110,1,15,45,3,0,3,1,2,-1
4767,0.9424,93,2,3,3,6,"CA",1,-1,1,6,1,0,1,2,4,-1,2,-1,-1,3,-1,-1,-1,1,6,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,22,-1,2,3,40,40,50,70,10,1,51,49,60,40,2,1,1,1,2,-1,2,2,-1,2,2,2,-1,6,2,45,7,1,4,1,1,3,1,2,99,5,10,6,20,0,20,1,1,-1
4768,0.9948,94,1,2,2,41,"OR",1,-1,1,41,1,1,1,2,1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,31,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,20,20,20,20,2,4,70,0,70,30,20,-1,-1,-1,-1,-1,1,1,1,1,2,-1,2,3,-1,3,3,-1,3,3,3,58,9,1,4,1,1,1,1,2,880,8,14,37,1,9,2,1,1,-1
4769,2.4575,95,1,2,3,8,"CO",1,-1,1,8,1,0,1,3,2,-1,2,-1,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2,3,0,70,0,60,20,-1,-1,-1,-1,-1,3,1,2,2,1,2,-1,-1,2,6,2,2,-1,6,2,39,5,1,-6,-2,-6,-6,-6,3,880,8,8,8,10,0,10,1,2,-1
4770,0.861,97,1,1,3,12,"FL",1,-1,1,12,1,0,1,3,2,-1,1,6,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,4,0,40,30,70,20,-1,-1,-1,-1,-1,1,2,1,2,1,-1,2,1,-1,1,2,1,-1,7,3,57,9,1,4,1,1,2,1,3,230,1,12,18,22,7,23,1,1,-1
4771,2.123,97,2,2,2,42,"PA",1,-1,1,42,1,0,1,3,1,-1,1,2,1,4,1,4,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,11,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,2,4,0,0,0,0,21,-1,-1,-1,-1,-1,2,2,1,2,2,2,-1,-1,3,5,3,-1,3,3,3,26,3,2,-1,1,-1,-1,-1,1,400,4,5,24,0,5,1,1,1,-1
4772,0.8626,98,1,3,3,29,"MO",1,-1,1,29,1,1,0,2,-1,-1,1,6,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-8,-1,-1,-1,-1,31,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,20,-1,-1,20,2,3,70,0,40,30,10,1,60,40,55,45,2,1,2,1,1,2,-1,-1,3,5,3,-1,3,3,2,35,5,1,4,1,1,1,1,2,272,2,16,17,4,2,4,1,1,-1
4773,0.4865,99,1,1,1,12,"FL",1,-1,1,12,1,0,1,1,1,-1,1,2,1,4,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,11,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,2,4,2,69,4,61,11,-1,-4,-4,-4,-4,1,1,2,2,1,-1,2,1,-1,1,1,2,-1,2,3,44,6,1,-1,1,-1,-1,-1,3,720,7,14,19,4,6,4,1,1,-1
4774,0.7251,99,2,1,2,48,"TX",1,-1,1,48,0,0,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2,4,39,61,40,57,20,-1,-1,-1,-1,-1,3,2,1,2,2,1,-1,2,-1,2,3,-1,1,5,2,49,7,1,4,1,1,2,-1,3,880,8,14,59,20,1,20,1,2,-1
4775,1.4461,100,2,3,3,12,"FL",1,-1,1,12,1,0,1,1,2,-1,2,-1,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,21,-1,1,2,30,50,50,70,20,-1,-1,-1,-1,-1,2,2,1,2,1,1,-1,1,-1,1,2,1,-1,7,1,38,5,5,4,1,1,2,1,2,10,5,7,12,27,0,27,1,1,-1
4776,0.4506,2,1,1,2,24,"MD",1,-1,1,24,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,85,50,85,50,10,1,60,40,70,30,2,1,1,1,2,-1,2,1,-1,1,1,1,-1,1,3,63,10,2,4,1,1,1,2,2,720,7,13,34,23,5,23,2,2,2
4777,1.6013,5,1,2,3,26,"MI",1,-1,1,26,0,0,0,3,-1,-1,1,2,-1,3,-1,-1,-1,1,6,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,0,30,60,40,10,4,39,40,65,35,5,1,1,1,2,-1,2,3,-1,3,1,2,-1,2,1,46,7,2,4,1,2,-1,-1,3,149,2,13,26,7,9,8,1,1,-1
4778,0.9012,5,2,1,3,37,"NC",1,-1,1,37,1,1,1,3,4,-1,1,2,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,31,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,21,21,21,21,1,2,40,85,50,85,20,-1,-1,-1,-1,-1,1,2,1,2,1,2,-1,-1,1,7,3,-1,1,5,2,57,9,1,4,1,1,2,1,1,149,2,10,37,40,0,40,1,1,-1
4779,1.52,6,1,3,4,10,"DE",1,-1,1,10,0,1,1,3,1,-1,2,-1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,20,20,-1,-1,2,3,61,3,91,16,20,-1,-1,-1,-1,-1,3,1,1,1,2,2,-1,-1,2,6,1,1,-1,1,2,26,3,1,4,1,1,1,-1,2,880,8,10,10,16,0,16,1,2,-1
4780,0.75,6,2,3,2,26,"MI",1,-1,1,26,0,0,0,2,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,-1,-1,2,4,70,15,70,30,20,-1,-1,-1,-1,-1,2,1,1,1,1,-1,2,2,-1,2,3,-1,2,4,2,70,12,1,4,1,1,1,-1,2,281,1,13,19,3,11,4,1,1,-1
4781,0.7229,7,1,2,2,55,"WI",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,10,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,21,-1,1,2,32,74,12,88,10,1,33,55,41,54,1,2,1,2,2,3,-1,-1,-1,4,3,-1,1,5,2,33,4,1,4,1,1,3,1,2,135,2,11,13,1,6,1,1,2,-1
4782,0.7806,10,1,2,4,26,"MI",1,-1,1,26,0,0,0,3,-1,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,-1,-1,2,3,0,100,15,85,20,-1,-1,-1,-1,-1,1,2,2,2,2,1,-1,1,-1,1,2,1,-1,7,2,84,13,1,-6,-2,-6,-6,-6,2,880,8,4,26,40,0,40,1,2,-1
4783,0.5766,11,1,1,2,29,"MO",1,-1,1,29,1,1,0,2,-1,-1,1,1,2,4,1,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,31,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,10,11,-1,10,2,3,15,41,40,68,11,-1,-4,-4,-4,-4,4,2,2,1,2,2,-1,-1,2,6,3,-1,2,4,3,24,2,2,-1,1,-1,-1,-1,2,400,4,8,29,1,6,1,2,2,2
4784,1.0178,12,2,2,1,6,"CA",1,-1,1,6,1,0,1,1,1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,11,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,22,22,-1,2,4,74,2,35,18,10,1,58,34,85,15,1,1,2,1,2,-1,1,-1,2,6,1,2,-1,2,1,24,2,1,4,1,1,1,1,2,880,8,13,34,2,3,2,1,1,-1
4785,0.4566,14,1,2,1,12,"FL",1,-1,1,12,1,0,1,2,1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,85,0,70,30,10,1,60,40,53,47,1,1,2,1,1,3,-1,-1,-1,4,3,-1,3,3,1,33,4,1,4,1,1,1,1,2,880,8,95,12,29,3,29,1,2,-1
4786,0.6419,16,2,1,2,13,"GA",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,10,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,2,4,70,0,60,30,10,2,60,40,45,55,1,1,2,2,1,1,-1,2,-1,2,3,-1,3,3,3,60,10,1,-6,-2,-6,-6,-6,3,400,4,11,42,1,9,2,1,1,-1
4787,0.6254,19,1,1,2,13,"GA",1,-1,1,13,1,0,0,2,-1,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,4,15,60,40,60,20,-1,-1,-1,-1,-1,1,2,1,2,1,-1,2,2,-1,2,3,-1,1,5,1,81,13,1,4,1,1,2,1,2,230,1,14,36,4,6,4,1,1,-1
4788,0.9306,20,1,4,3,36,"NY",1,-1,1,36,1,0,1,1,1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,40,0,50,15,10,1,51,49,70,30,1,1,1,1,2,2,-1,-1,2,6,3,-1,3,3,1,27,3,6,-6,-2,-6,-6,-6,2,880,8,10,36,0,6,1,1,1,-1
4789,1.055,21,1,3,3,42,"PA",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,10,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,31,31,-1,2,4,30,60,60,50,10,4,55,45,40,60,1,2,1,2,1,2,-1,-1,1,7,1,2,-1,2,3,21,2,1,-1,-2,-1,-1,-1,3,400,4,15,42,21,0,21,1,2,-1
4790,1.1953,21,2,2,2,26,"MI",1,-1,1,26,0,0,0,2,-1,-1,1,2,-1,3,-1,-1,-1,1,3,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,20,-1,-1,2,4,70,15,85,15,10,1,52,48,60,40,2,1,1,1,2,-1,2,1,-1,1,3,-1,3,3,1,33,4,1,4,1,1,1,-1,2,880,8,9,26,15,0,15,2,2,1
4791,0.4689,22,2,2,3,55,"WI",2,-1,0,17,1,0,0,2,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-8,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2,4,0,85,0,50,20,-1,-1,-1,-1,-1,1,2,1,2,1,-1,2,2,-1,2,3,-1,2,4,2,41,6,1,4,1,1,2,2,3,10,5,10,17,3,0,3,2,2,1
4792,1.095,25,2,1,1,45,"SC",1,-1,1,45,1,0,0,2,-1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,100,0,85,0,10,1,89,11,45,55,1,1,2,1,1,1,-1,1,-1,1,1,1,-1,1,2,47,7,2,4,1,1,1,1,2,149,2,11,36,7,0,7,1,2,-1
